,,,,,,,,,,,,,,,,,,,
id,Match #,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,Result Type,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
626,50,2016,Bangalore,"May 18, 2016",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Win By Runs,Royal Challengers Bangalore,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
627,51,2016,Kanpur,"May 19, 2016",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Wickets,Gujarat Lions,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,
628,52,2016,Raipur,"May 20, 2016",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Wickets,Delhi Daredevils,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
629,53,2016,Visakhapatnam,"May 21, 2016",Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,0,Win By Wickets,Rising Pune Supergiants,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,
630,54,2016,Kanpur,"May 21, 2016",Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Wickets,Gujarat Lions,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,
631,55,2016,Kolkata,"May 22, 2016",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Runs,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
632,56,2016,Raipur,"May 22, 2016",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Wickets,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
633,57,2016,Bangalore,"May 24, 2016",Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Wickets,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
634,58,2016,Delhi,"May 25, 2016",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Runs,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
635,59,2016,Delhi,"May 27, 2016",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Wickets,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
636,60,2016,Bangalore,"May 29, 2016",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Win By Runs,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
1,1,2017,Hyderabad,"April 5, 2017",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,
2,2,2017,Pune,"April 6, 2017",Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Win By Wickets,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
3,3,2017,Rajkot,"April 7, 2017",Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
4,4,2017,Indore,"April 8, 2017",Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Wickets,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
5,5,2017,Bangalore,"April 8, 2017",Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Win By Runs,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,,,
6,6,2017,Hyderabad,"April 9, 2017",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Wickets,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,
7,7,2017,Mumbai,"April 9, 2017",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
8,8,2017,Indore,"April 10, 2017",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Win By Wickets,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
9,9,2017,Pune,"April 11, 2017",Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Win By Runs,Delhi Daredevils,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
10,10,2017,Mumbai,"April 12, 2017",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
11,11,2017,Kolkata,"April 13, 2017",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
12,12,2017,Bangalore,"April 14, 2017",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
13,13,2017,Rajkot,"April 14, 2017",Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Wickets,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
14,14,2017,Kolkata,"April 15, 2017",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Runs,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
15,15,2017,Delhi,"April 15, 2017",Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Win By Runs,Delhi Daredevils,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
16,16,2017,Mumbai,"April 16, 2017",Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
17,17,2017,Bangalore,"April 16, 2017",Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
18,18,2017,Delhi,"April 17, 2017",Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Win By Wickets,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
19,19,2017,Hyderabad,"April 17, 2017",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Runs,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,
20,20,2017,Rajkot,"April 18, 2017",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Runs,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
21,21,2017,Hyderabad,"April 19, 2017",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Win By Runs,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,
22,22,2017,Indore,"April 20, 2017",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
23,23,2017,Kolkata,"April 21, 2017",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Wickets,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
24,24,2017,Mumbai,"April 22, 2017",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Runs,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
25,25,2017,Pune,"April 22, 2017",Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Win By Wickets,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
26,26,2017,Rajkot,"April 23, 2017",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Runs,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
27,27,2017,Kolkata,"April 23, 2017",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
28,28,2017,Mumbai,"April 24, 2017",Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Runs,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
29,29,2017,Pune,"April 26, 2017",Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
30,30,2017,Bangalore,"April 27, 2017",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Wickets,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
31,31,2017,Kolkata,"April 28, 2017",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
32,32,2017,Chandigarh,"April 28, 2017",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Runs,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
33,33,2017,Pune,"April 29, 2017",Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
34,34,2017,Rajkot,"April 29, 2017",Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,Win By Wickets,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
35,35,2017,Chandigarh,"April 30, 2017",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Wickets,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
36,36,2017,Hyderabad,"April 30, 2017",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Runs,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,
37,37,2017,Mumbai,"May 1, 2017",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Win By Wickets,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
38,38,2017,Pune,"May 1, 2017",Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Win By Wickets,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
39,39,2017,Delhi,"May 2, 2017",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Wickets,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
40,40,2017,Kolkata,"May 3, 2017",Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Win By Wickets,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
41,41,2017,Delhi,"May 4, 2017",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Wickets,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
42,42,2017,Bangalore,"May 5, 2017",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
43,43,2017,Hyderabad,"May 6, 2017",Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Runs,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,
44,44,2017,Delhi,"May 6, 2017",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Runs,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
45,45,2017,Bangalore,"May 7, 2017",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
46,46,2017,Chandigarh,"May 7, 2017",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Win By Wickets,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,
47,47,2017,Hyderabad,"May 8, 2017",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Win By Wickets,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
48,48,2017,Chandigarh,"May 9, 2017",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Runs,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
49,49,2017,Kanpur,"May 10, 2017",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Wickets,Delhi Daredevils,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
50,50,2017,Mumbai,"May 11, 2017",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Runs,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
51,51,2017,Delhi,"May 12, 2017",Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,0,Win By Runs,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
52,52,2017,Kanpur,"May 13, 2017",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Wickets,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
53,53,2017,Kolkata,"May 13, 2017",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Runs,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
54,54,2017,Pune,"May 14, 2017",Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Win By Wickets,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
55,55,2017,Delhi,"May 14, 2017",Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Win By Runs,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
56,56,2017,Mumbai,"May 16, 2017",Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Runs,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
57,57,2017,Bangalore,"May 17, 2017",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Win By Wickets,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,
58,58,2017,Bangalore,"May 19, 2017",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,
59,59,2017,Hyderabad,"May 21, 2017",Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Win By Runs,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,
7894,1,2018,Mumbai,"July 4, 2018",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Win By Wickets,Chennai Super Kings,0,1,DJ Bravo,Wankhede Stadium,Chris Gaffaney,A Nanda Kishore,Anil Chaudhary
7895,2,2018,Mohali,"August 4, 2018",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Wickets,Kings XI Punjab,0,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rod Tucker,K Ananthapadmanabhan,Nitin Menon
7896,3,2018,Kolkata,"August 4, 2018",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,4,SP Narine,Eden Gardens,C Shamshuddin,A.D Deshmukh,S Ravi
7897,4,2018,Hyderabad,"September 4, 2018",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Wickets,Sunrisers Hyderabad,0,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",Nigel Llong,Vineet Kulkarni,O Nandan
7898,5,2018,Chennai,"October 4, 2018",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Win By Wickets,Chennai Super Kings,0,5,SW Billings,"MA Chidambaram Stadium, Chepauk",Anil Chaudhary,Chris Gaffaney,A Nanda Kishore
7899,6,2018,Jaipur,"November 4, 2018",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,1,Win By Runs,Rajasthan Royals,10,0,SV Samson,Sawai Mansingh Stadium,K Ananthapadmanabhan,Rod Tucker,Nitin Menon
7900,7,2018,Hyderabad,"December 4, 2018",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Wickets,Sunrisers Hyderabad,0,1,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",O Nandan,Nigel Llong,Vineet Kulkarni
7901,8,2018,Bengaluru,13/04/18,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Wickets,Royal Challengers Bangalore,0,4,UT Yadav,M Chinnaswamy Stadium,S Ravi,A.D Deshmukh,C Shamshuddin
7902,9,2018,Mumbai,14/04/18,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Wickets,Delhi Daredevils,0,7,JJ Roy,Wankhede Stadium,K Ananthapadmanabhan,Nitin Menon,Rod Tucker
7903,10,2018,Kolkata,14/04/18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Wickets,Sunrisers Hyderabad,0,5,B Stanlake,Eden Gardens,A Nanda Kishore,Anil Chaudhary,Chris Gaffaney
7904,11,2018,Bengaluru,15/04/18,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Rajasthan Royals,19,0,SV Samson,M Chinnaswamy Stadium,C Shamshuddin,S Ravi,A.D Deshmukh
7905,12,2018,Mohali,15/04/18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Win By Runs,Kings XI Punjab,4,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Vineet Kulkarni,O Nandan,Nigel Llong
7906,13,2018,Kolkata,16/04/18,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Runs,Kolkata Knight Riders,71,0,N Rana,Eden Gardens,Anil Chaudhary,A Nanda Kishore,Chris Gaffaney
7907,14,2018,Mumbai,17/04/18,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Mumbai Indians,46,0,RG Sharma,Wankhede Stadium,Rod Tucker,Nitin Menon,K Ananthapadmanabhan
7908,15,2018,Jaipur,18/04/18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,7,N Rana,Sawai Mansingh Stadium,S Ravi,A.D Deshmukh,C Shamshuddin
7909,16,2018,Mohali,19/04/18,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Win By Runs,Kings XI Punjab,15,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nigel Llong,Anil Chaudhary,Vineet Kulkarni
7910,17,2018,Pune,20/04/18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Win By Runs,Chennai Super Kings,64,0,SR Watson,Maharashtra Cricket Association Stadium,Nitin Menon,K Ananthapadmanabhan,Rod Tucker
7911,18,2018,Kolkata,21/04/18,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,1,Win By Wickets,Kings XI Punjab,0,9,KL Rahul,Eden Gardens,C Shamshuddin,A.D Deshmukh,S Ravi
7912,19,2018,Bengaluru,21/04/18,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Wickets,Royal Challengers Bangalore,0,6,AB de Villiers,M Chinnaswamy Stadium,Chris Gaffaney,O Nandan,A Nanda Kishore
7913,20,2018,Hyderabad,22/04/18,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Win By Runs,Chennai Super Kings,4,0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Vineet Kulkarni,Nigel Llong
7914,21,2018,Jaipur,22/04/18,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Win By Wickets,Rajasthan Royals,0,3,J Archer,Sawai Mansingh Stadium,Rod Tucker,K Ananthapadmanabhan,Nitin Menon
7915,22,2018,Delhi,23/04/18,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Runs,Kings XI Punjab,4,0,AS Rajpoot,Feroz Shah Kotla,O Nandan,A Nanda Kishore,Chris Gaffaney
7916,23,2018,Mumbai,24/04/18,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Runs,Sunrisers Hyderabad,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi,A.D Deshmukh
7917,24,2018,Bengaluru,25/04/18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Win By Wickets,Chennai Super Kings,0,5,MS Dhoni,M Chinnaswamy Stadium,Nigel Llong,Virender Kumar Sharma,Anil Chaudhary
7918,25,2018,Hyderabad,26/04/18,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Runs,Sunrisers Hyderabad,13,0,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",O Nandan,Yeshwant Barde,Rod Tucker
7919,26,2018,Delhi,27/04/18,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Runs,Delhi Daredevils,55,0,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi,A Nanda Kishore
7920,27,2018,Pune,28/04/18,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,Chris Gaffaney,Nitin Menon,Anil Dandekar
7921,28,2018,Jaipur,29/04/18,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Win By Runs,Sunrisers Hyderabad,11,0,KS Williamson,Sawai Mansingh Stadium,Bruce Oxenford,A Nanda Kishore,S Ravi
7922,29,2018,Bengaluru,29/04/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,6,CA Lynn,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Virender Kumar Sharma
7923,30,2018,Pune,30/04/18,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Win By Runs,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,C Shamshuddin,Anil Dandekar,O Nandan
7924,31,2018,Bengaluru,"January 5, 2018",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Runs,Royal Challengers Bangalore,14,0,TG Southee,M Chinnaswamy Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde
7925,32,2018,Delhi,"February 5, 2018",Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,1,Win By Runs,Delhi Daredevils,4,0,RR Pant,Feroz Shah Kotla,O Nandan,Virender Kumar Sharma,Bruce Oxenford
7926,33,2018,Kolkata,"March 5, 2018",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Wickets,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary
7927,34,2018,Indore,"April 5, 2018",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Win By Wickets,Mumbai Indians,0,6,AS Yadav,Holkar Cricket Stadium,S Ravi,Anil Dandekar,C Shamshuddin
7928,35,2018,Pune,"May 5, 2018",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Win By Wickets,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus
7929,36,2018,Hyderabad,"May 5, 2018",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Win By Wickets,Sunrisers Hyderabad,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,O Nandan,Virender Kumar Sharma
7930,37,2018,Mumbai,"June 5, 2018",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Win By Runs,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary
7931,38,2018,Indore,"June 5, 2018",Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Win By Wickets,Kings XI Punjab,0,6,M Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi,Anil Dandekar
7932,39,2018,Hyderabad,"July 5, 2018",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Win By Runs,Sunrisers Hyderabad,5,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,Virender Kumar Sharma,O Nandan
